internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
161662,Rhizoprionodon longurio,"Carcharias longurio Jordan & Gilbert, 1882",Carcharias,longurio,"Jordan & Gilbert, 1882",,
161689,Urotrygon aspidura,"Urolophus aspidurus Jordan & Gilbert, 1882",Urolophus,aspidurus,"Jordan & Gilbert, 1882",,
161694,Rostroraja equatorialis,"Raja equatorialis Jordan &amp; Bollman, 1890",Raja,equatorialis,"Jordan &amp; Bollman, 1890",,
14134431,Gymnura crebripunctata,Gymnura afuerae (Hildebrand 1946),Gymnura,afuerae,(Hildebrand 1946),,
14134431,Gymnura crebripunctata,Pteroplatea crebripunctata Peters 1869,Pteroplatea,crebripunctata,Peters 1869,,
56641,Craugastor gulosus,"Hylodes gulosus (Cope, 1875)",Hylodes,gulosus,"(Cope, 1875)",,
56641,Craugastor gulosus,"Eleutherodactylus gulosus (Cope, 1875)",Eleutherodactylus,gulosus,"(Cope, 1875)",,
56641,Craugastor gulosus,"Lithodytes gulosus Cope, 1875",Lithodytes,gulosus,"Cope, 1875",,
55309,Duellmanohyla lythrodes,"Hyla  lythrodes  Savage, 1968",Hyla ,lythrodes ,"Savage, 1968",,
55912,Ptychohyla legleri,"Hyla  legleri  Taylor, 1958",Hyla ,legleri ,"Taylor, 1958",,
166975,Oreochromis niloticus,"Perca nilotica Linnaeus, 1758",Perca,nilotica,"Linnaeus, 1758",,
166975,Oreochromis niloticus,"Tilapia nilotica (Linnaeus, 1758)",Tilapia,nilotica,"(Linnaeus, 1758)",,
22723926,Cyanocompsa parellina,Passerina parellina parellina Stotz et al. (1996),Passerina parellina,parellina,Stotz et al. (1996),,
22724065,Amblycercus holosericeus,Cacicus holosericeus holosericeus Stotz et al. (1996),Cacicus holosericeus,holosericeus,Stotz et al. (1996),,
22721224,Peucaea ruficauda,Aimophila ruficauda,Aimophila ruficauda,,"Sibley and Monroe (1990, 1993)",,
22721224,Peucaea ruficauda,Aimophila ruficauda,Aimophila ruficauda,,Stotz et al. (1996),,
22721224,Peucaea ruficauda,Aimophila ruficauda,Aimophila ruficauda,,"BirdLife International (2004, 2008)",,
22721566,Arremon crassirostris,Lysurus crassirostris,Lysurus crassirostris,,BirdLife International (2004),,
22722041,Myiothlypis fulvicauda,"Basileuterus fulvicauda fulvicauda Sibley and Monroe (1990, 1993)",Basileuterus fulvicauda,fulvicauda,"Sibley and Monroe (1990, 1993)",,
22722041,Myiothlypis fulvicauda,"Phaeothlypis fulvicauda (Spix, 1825)",Phaeothlypis,fulvicauda,"(Spix, 1825)",,
22721651,Oreothlypis gutturalis,Vermivora gutturalis gutturalis Stotz et al. (1996),Vermivora gutturalis,gutturalis,Stotz et al. (1996),,
22721651,Oreothlypis gutturalis,"Parula gutturalis (Cabanis, 1861)",Parula,gutturalis,"(Cabanis, 1861)",,
22712122,Pygochelidon cyanoleuca,Notiochelidon cyanoleuca cyanoleuca Stotz et al. (1996),Notiochelidon cyanoleuca,cyanoleuca,Stotz et al. (1996),,
22712122,Pygochelidon cyanoleuca,"Notiochelidon cyanoleuca cyanoleuca Sibley and Monroe (1990, 1993)",Notiochelidon cyanoleuca,cyanoleuca,"Sibley and Monroe (1990, 1993)",,
22712092,Progne tapera,"Phaeoprogne tapera tapera Sibley and Monroe (1990, 1993)",Phaeoprogne tapera,tapera,"Sibley and Monroe (1990, 1993)",,
22705742,Cyanocorax morio,Psilorhinus morio morio Stotz et al. (1996),Psilorhinus morio,morio,Stotz et al. (1996),,
22705742,Cyanocorax morio,Cyanocorax morio,Cyanocorax morio,,"BirdLife International (2004, 2008)",,
22705742,Cyanocorax morio,Cyanocorax morio,Cyanocorax morio,,"Sibley and Monroe (1990, 1993)",,
22705742,Cyanocorax morio,Cyanocorax morio,Cyanocorax morio,,Stotz et al. (1996),,
22705742,Cyanocorax morio,"Psilorhinus morio morio Sibley and Monroe (1990, 1993)",Psilorhinus morio,morio,"Sibley and Monroe (1990, 1993)",,
22705742,Cyanocorax morio,"Psilorhinus morio (Wagler, 1829)",Psilorhinus,morio,"(Wagler, 1829)",,
22705760,Cyanocorax formosus,"Calocitta formosa (Swainson, 1827)",Calocitta,formosa,"(Swainson, 1827)",,
22736330,Clibanornis rubiginosus,"Automolus rubiginosus (Sclater, 1857)",Automolus,rubiginosus,"(Sclater, 1857)",,
22724004,Psarocolius montezuma,"Gymnostinops montezuma montezuma Sibley and Monroe (1990, 1993)",Gymnostinops montezuma,montezuma,"Sibley and Monroe (1990, 1993)",,
22724358,Molothrus oryzivorus,Scaphidura oryzivora,Scaphidura oryzivora,,Stotz et al. (1996),,
22724358,Molothrus oryzivorus,Scaphidura oryzivora,Scaphidura oryzivora,,"Sibley and Monroe (1990, 1993)",,
22724358,Molothrus oryzivorus,Scaphidura oryzivora,Scaphidura oryzivora,,AOU checklist (1998 + supplements),,
22724358,Molothrus oryzivorus,Scaphidura oryzivora,Scaphidura oryzivora,,BirdLife International (2004),,
22729346,Leistes militaris,"Leistes militaris militaris Sibley and Monroe (1990, 1993)",Leistes militaris,militaris,"Sibley and Monroe (1990, 1993)",,
22729346,Leistes militaris,"Sturnella militaris (Linnaeus, 1771)",Sturnella,militaris,"(Linnaeus, 1771)",,
22721264,Peucaea botterii,Aimophila botterii,Aimophila botterii,,"BirdLife International (2004, 2008)",,
22721264,Peucaea botterii,Aimophila botterii,Aimophila botterii,,Stotz et al. (1996),,
22721264,Peucaea botterii,Aimophila botterii,Aimophila botterii,,"Sibley and Monroe (1990, 1993)",,
22690235,Patagioenas speciosa,Columba speciosa,Columba speciosa,,BirdLife International (2004),,
22690235,Patagioenas speciosa,Columba speciosa,Columba speciosa,,"Sibley and Monroe (1990, 1993)",,
22690235,Patagioenas speciosa,Columba speciosa,Columba speciosa,,Stotz et al. (1996),,
22690334,Patagioenas nigrirostris,Columba nigrirostris,Columba nigrirostris,,"Sibley and Monroe (1990, 1993)",,
22690334,Patagioenas nigrirostris,Columba nigrirostris,Columba nigrirostris,,Stotz et al. (1996),,
22690334,Patagioenas nigrirostris,Columba nigrirostris,Columba nigrirostris,,BirdLife International (2004),,
22690296,Patagioenas flavirostris,Columba flavirostris,Columba flavirostris,,"Sibley and Monroe (1990, 1993)",,
22690296,Patagioenas flavirostris,Columba flavirostris,Columba flavirostris,,Stotz et al. (1996),,
22690296,Patagioenas flavirostris,Columba flavirostris,Columba flavirostris,,BirdLife International (2004),,
22690928,Leptotrygon veraguensis,"Geotrygon veraguensis Lawrence, 1867",Geotrygon,veraguensis,"Lawrence, 1867",,
22681166,Leuconotopicus villosus,"Picoides villosus (Linnaeus, 1766)",Picoides,villosus,"(Linnaeus, 1766)",,
22681193,Leuconotopicus fumigatus,"Picoides fumigatus (D'Orbigny, 1840)",Picoides,fumigatus,"(D'Orbigny, 1840)",,
22681193,Leuconotopicus fumigatus,Venilornis fumigatus BirdLife International (2004),Venilornis,fumigatus,BirdLife International (2004),,
144163683,Styracura pacifica,"Dasyatis pacificus Beebe & Tee-Van, 1941",Dasyatis,pacificus,"Beebe & Tee-Van, 1941",,
144163683,Styracura pacifica,"Himantura pacifica (Beebe & Tee-Van, 1941)",Himantura,pacifica,"(Beebe & Tee-Van, 1941)",,
22690891,Leptotila cassinii,Leptotila cassini,Leptotila,cassini,,,
22689778,Antrostomus carolinensis,"Caprimulgus carolinensis Gmelin, 1789",Caprimulgus,carolinensis,"Gmelin, 1789",,
22696916,Egretta rufescens,Hydranassa rufescens rufescens Stotz et al. (1996),Hydranassa rufescens,rufescens,Stotz et al. (1996),,
22708670,Hylocichla mustelina,"Catharus mustelinus ssp. mustelinus — Sibley and Monroe (1990, 1993)",Catharus,mustelinus,,subspecies,"— Sibley and Monroe (1990, 1993)"
55492,Isthmohyla graceae,"Hyla  graceae  Myers & Duellman, 1982",Hyla ,graceae ,"Myers & Duellman, 1982",,
22694479,Xema sabini,Larus sabini AERC TAC (2003),Larus,sabini,AERC TAC (2003),,
22694479,Xema sabini,Larus sabini ssp. sabini Christidis and Boles (1994),Larus,sabini,,subspecies,Christidis and Boles (1994)
22694479,Xema sabini,Larus sabini ssp. sabini Cramp and Simmons (1977-1994),Larus,sabini,,subspecies,Cramp and Simmons (1977-1994)
22694479,Xema sabini,Larus sabini ssp. sabini Dowsett and Forbes-Watson (1993),Larus,sabini,,subspecies,Dowsett and Forbes-Watson (1993)
55265,Phyllobates vittatus,"Dendrobates tinctorius  ssp. vittatus  Cope, 1893",Dendrobates,tinctorius ,,subspecies,"Cope, 1893"
55288,Agalychnis annae,"Phyllomedusa  annae  Duellman, 1963",Phyllomedusa ,annae ,"Duellman, 1963",,
22690908,Zentrygon costaricensis,"Geotrygon costaricensis Lawrence, 1868",Geotrygon,costaricensis,"Lawrence, 1868",,
22728963,Zentrygon lawrencii,"Geotrygon lawrencii Salvin, 1874",Geotrygon,lawrencii,"Salvin, 1874",,
22690936,Zentrygon chiriquensis,"Geotrygon chiriquensis Sclater, 1856",Geotrygon,chiriquensis,"Sclater, 1856",,
22689781,Antrostomus rufus,"Caprimulgus rufus Boddaert, 1783",Caprimulgus,rufus,"Boddaert, 1783",,
22689813,Antrostomus saturatus,"Caprimulgus saturatus (Salvin, 1870)",Caprimulgus,saturatus,"(Salvin, 1870)",,
22689823,Hydropsalis cayennensis,"Caprimulgus cayennensis Gmelin, 1789",Caprimulgus,cayennensis,"Gmelin, 1789",,
22720398,Spinus xanthogastrus,"Carduelis xanthogastra (Du Bus de Gisignies, 1855)",Carduelis,xanthogastra,"(Du Bus de Gisignies, 1855)",,
22696229,Ibycter americanus,Daptrius americanus americanus Stotz et al. (1996),Daptrius americanus,americanus,Stotz et al. (1996),,
22696229,Ibycter americanus,"Daptrius americanus americanus Sibley and Monroe (1990, 1993)",Daptrius americanus,americanus,"Sibley and Monroe (1990, 1993)",,
22682224,Jacamerops aureus,Jacamerops aurea aurea AOU checklist (1998 + supplements),Jacamerops aurea,aurea,AOU checklist (1998 + supplements),,
22682224,Jacamerops aureus,Jacamerops aurea aurea Stotz et al. (1996),Jacamerops aurea,aurea,Stotz et al. (1996),,
22690814,Paraclaravis mondetoura,"Claravis mondetoura (Bonaparte, 1856)",Claravis,mondetoura,"(Bonaparte, 1856)",,
22690814,Paraclaravis mondetoura,"Paraclaravis mondetoura (Bonaparte, 1856)",Paraclaravis,mondetoura,"(Bonaparte, 1856)",,
55033,Hyalinobatrachium talamancae,"Centrolenella talamancae (Taylor, 1952)",Centrolenella,talamancae,"(Taylor, 1952)",,
55033,Hyalinobatrachium talamancae,"Cochranella talamancae Taylor, 1952",Cochranella,talamancae,"Taylor, 1952",,
22721519,Arremon brunneinucha,"Atlapetes brunneinucha brunneinucha Sibley and Monroe (1990, 1993)",Atlapetes brunneinucha,brunneinucha,"Sibley and Monroe (1990, 1993)",,
22721519,Arremon brunneinucha,Atlapetes brunneinucha brunneinucha Stotz et al. (1996),Atlapetes brunneinucha,brunneinucha,Stotz et al. (1996),,
22721519,Arremon brunneinucha,Buarremon brunneinucha,Buarremon brunneinucha,,BirdLife International (2004),,
22686424,Streptoprocne rutila,Cypseloides rutilus,Cypseloides rutilus,,BirdLife International (2004),,
22686424,Streptoprocne rutila,"Cypseloides rutilus rutila Sibley and Monroe (1990, 1993)",Cypseloides rutilus,rutila,"Sibley and Monroe (1990, 1993)",,
22686424,Streptoprocne rutila,Cypseloides rutilus,Cypseloides rutilus,,Stotz et al. (1996),,
22702858,Philydor rufum,Philydor rufus,Philydor rufus,,"Sibley and Monroe (1990, 1993)",,
22702858,Philydor rufum,Philydor rufus,Philydor rufus,,Stotz et al. (1996),,
22702858,Philydor rufum,Philydor rufus,Philydor rufus,,BirdLife International (2004),,
22696120,Spizaetus melanoleucus,Spizastur melanoleucus,Spizastur melanoleucus,,Stotz et al. (1996),,
22696120,Spizaetus melanoleucus,Spizastur melanoleucus,Spizastur melanoleucus,,"Sibley and Monroe (1990, 1993)",,
22696120,Spizaetus melanoleucus,Spizastur melanoleucus,Spizastur melanoleucus,,Collar et al. (1994),,
22696120,Spizaetus melanoleucus,Spizastur melanoleucus,Spizastur melanoleucus,,Collar and Andrew (1988),,
22695832,Buteogallus meridionalis,Heterospizias meridionalis meridionalis Stotz et al. (1996),Heterospizias meridionalis,meridionalis,Stotz et al. (1996),,
22695754,Morphnarchus princeps,"Leucopternis princeps Sclater, 1865",Leucopternis,princeps,"Sclater, 1865",,
22695880,Rupornis magnirostris,"Buteo magnirostris (Gmelin, 1788)",Buteo,magnirostris,"(Gmelin, 1788)",,
22695786,Pseudastur albicollis,"Leucopternis albicollis (Latham, 1790)",Leucopternis,albicollis,"(Latham, 1790)",,
22695775,Leucopternis semiplumbeus,Leucopternis semiplumbea,Leucopternis semiplumbea,,Stotz et al. (1996),,
22695775,Leucopternis semiplumbeus,Leucopternis semiplumbea,Leucopternis semiplumbea,,"Sibley and Monroe (1990, 1993)",,
22695775,Leucopternis semiplumbeus,Leucopternis semiplumbea,Leucopternis semiplumbea,,Collar et al. (1994),,
22695775,Leucopternis semiplumbeus,Leucopternis semiplumbea,Leucopternis semiplumbea,,BirdLife International (2004),,
103798640,Setophaga pitiayumi,"Parula pitiayumi (Vieillot, 1817)",Parula,pitiayumi,"(Vieillot, 1817)",,
22683634,Megaceryle torquata,Megaceryle torquata,Megaceryle torquata,,SACC (2005),,
22683634,Megaceryle torquata,Ceryle torquata,Ceryle torquata,,BirdLife International (2004),,
22683634,Megaceryle torquata,Ceryle torquata,Ceryle torquata,,Stotz et al. (1996),,
22683634,Megaceryle torquata,"Megaceryle torquata torquata Sibley and Monroe (1990, 1993)",Megaceryle torquata,torquata,"Sibley and Monroe (1990, 1993)",,
22694740,Onychoprion fuscatus,Onychoprion fuscatus — AOU checklist (1998 + supplements),Onychoprion,fuscatus,— AOU checklist (1998 + supplements),,
22694740,Onychoprion fuscatus,Onychoprion fuscata ssp. fuscata — Christidis and Boles (2008),Onychoprion,fuscata,,subspecies,— Christidis and Boles (2008)
22694740,Onychoprion fuscatus,"Sterna fuscata Linnaeus, 1766",Sterna,fuscata,"Linnaeus, 1766",,
22698557,Hydrobates melania,"Oceanodroma melania (Bonaparte, 1854)",Oceanodroma,melania,"(Bonaparte, 1854)",,
22695906,Geranoaetus albicaudatus,"Buteo albicaudatus Vieillot, 1816",Buteo,albicaudatus,"Vieillot, 1816",,
22685553,Ara ambiguus,"Ara ambigua (Bechstein, 1811) — BirdLife International (2004)",Ara,ambigua,"(Bechstein, 1811) — BirdLife International (2004)",,
22685553,Ara ambiguus,"Ara ambigua (Bechstein, 1811) — Stotz <i>et al</i>. (1996)",Ara,ambigua,"(Bechstein, 1811) — Stotz <i>et al</i>. (1996)",,
22685553,Ara ambiguus,"Ara ambigua (Bechstein, 1811) — BirdLife International (2000)",Ara,ambigua,"(Bechstein, 1811) — BirdLife International (2000)",,
22685553,Ara ambiguus,"Ara ambigua (Bechstein, 1811) — Sibley and Monroe (1990, 1993)",Ara,ambigua,"(Bechstein, 1811) — Sibley and Monroe (1990, 1993)",,
39384,Triaenodon obesus,"Triaenodon  apicalis Whitley, 1939",Triaenodon ,apicalis,"Whitley, 1939",,
39384,Triaenodon obesus,"Carcharias obesus Rüppell, 1837",Carcharias,obesus,"Rüppell, 1837",,
191831,Centropomus ensiferus,"Centropomus affinis Steindachner, 1864",Centropomus,affinis,"Steindachner, 1864",,
191831,Centropomus ensiferus,"Centropomus macrochirus Poey, 1955",Centropomus,macrochirus,"Poey, 1955",,
191831,Centropomus ensiferus," Centropomus scaber Bocourt, 1868", Centropomus,scaber,"Bocourt, 1868",,
110847130,Mobula mobular,"Raia mobular Bonnaterre, 1788",Raia,mobular,"Bonnaterre, 1788",,
110847130,Mobula mobular,"Mobula japanica (Müller & Henle, 1841)",Mobula,japanica,"(Müller & Henle, 1841)",,
22690229,Patagioenas leucocephala,Columba leucocephala,Columba leucocephala,,BirdLife International (2004),,
22690229,Patagioenas leucocephala,Columba leucocephala,Columba leucocephala,,Stotz et al. (1996),,
22690229,Patagioenas leucocephala,Columba leucocephala,Columba leucocephala,,"Sibley and Monroe (1990, 1993)",,
22694552,Thalasseus elegans,Thalasseus elegans Stotz et al. (1996),Thalasseus,elegans,Stotz et al. (1996),,
22694552,Thalasseus elegans,Thalasseus elegans AOU checklist (1998 + supplements),Thalasseus,elegans,AOU checklist (1998 + supplements),,
22694552,Thalasseus elegans,"Sterna elegans Gambel, 1849",Sterna,elegans,"Gambel, 1849",,
22695849,Buteogallus solitarius,"Harpyhaliaetus solitarius (Tschudi, 1844)",Harpyhaliaetus,solitarius,"(Tschudi, 1844)",,
22722558,Bangsia arcaei,Buthraupis arcaei arcaei Collar and Andrew (1988),Buthraupis arcaei,arcaei,Collar and Andrew (1988),,
22722558,Bangsia arcaei,Buthraupis arcaei arcaei Stotz et al. (1996),Buthraupis arcaei,arcaei,Stotz et al. (1996),,
22721692,Setophaga chrysoparia,"Dendroica chrysoparia Sclater & Salvin, 1861",Dendroica,chrysoparia,"Sclater & Salvin, 1861",,
154632189,Chaetura vauxi,"Chaetura vauxi (Townsend, 1839)",Chaetura,vauxi,"(Townsend, 1839) <i>pro parte</i>",,
22685739,Eupsittula canicularis,"Aratinga canicularis (Linnaeus, 1758)",Aratinga,canicularis,"(Linnaeus, 1758)",,
